qseqid,sseqid,slen,qlen,length,s_cov,scov_filt,qcov,qcov_filt,pident,p_ident_cutoff,evalue,score,qstart,qend,sstart,send,gaps,positive
373153.SPD_1467,DEG10350027,322,803,69,0.214285714,no,0.085927771,no,28.986,no,0.021,85,558,626,31,99,0,30
373153.SPD_1468,DEG10210065,230,230,230,1,yes,1,yes,99.13,yes,8.22E-171,1205,1,230,1,230,0,228
373153.SPD_1470,DEG10270169,387,46,34,0.087855297,no,0.739130435,no,35.294,no,0.19,59,7,40,258,291,0,19
373153.SPD_1472,DEG10070203,930,930,930,1,yes,1,yes,100,yes,0,4986,1,930,1,930,0,930
373153.SPD_1474,DEG10070091,262,262,262,1,yes,1,yes,99.237,yes,0,1347,1,262,1,262,0,260
373153.SPD_1475,DEG10550612,207,261,37,0.178743961,no,0.141762452,no,40.541,no,0.029,77,196,232,110,146,0,24
373153.SPD_1476,DEG10080103,97,87,77,0.793814433,no,0.885057471,no,25.974,no,0.08,64,12,87,18,94,1,43
373153.SPD_1477,DEG10170132,187,179,83,0.443850267,no,0.463687151,no,30.12,no,5.87E-10,131,71,153,92,171,3,48
373153.SPD_1478,DEG10070092,223,223,223,1,yes,1,yes,99.552,yes,2.29E-166,1174,1,223,1,223,0,222
373153.SPD_1479,DEG10070204,419,419,419,1,yes,1,yes,100,yes,0,2160,1,419,1,419,0,419
373153.SPD_1480,DEG10070205,457,457,457,1,yes,1,yes,100,yes,0,2370,1,457,1,457,0,457
373153.SPD_1481,DEG10560050,252,234,43,0.170634921,no,0.183760684,no,30.233,no,0.49,67,70,112,6,45,3,21
373153.SPD_1482,DEG10470183,205,203,188,0.917073171,no,0.926108374,no,34.043,no,6.19E-39,332,3,188,2,189,2,117
373153.SPD_1483,DEG10070206,457,457,457,1,yes,1,yes,100,yes,0,2406,1,457,1,457,0,457
373153.SPD_1484,DEG10070207,347,347,347,1,yes,1,yes,100,yes,0,1841,1,347,1,347,0,347
373153.SPD_1485,DEG10580354,198,198,198,1,yes,1,yes,87.374,no,3.87E-130,931,1,198,1,198,0,189
373153.SPD_1486,DEG10580168,691,685,677,0.979739508,yes,0.988321168,yes,62.038,no,0,2138,14,685,16,691,6,522
373153.SPD_1487,DEG10480191,198,283,120,0.606060606,no,0.424028269,no,26.667,no,3.87E-04,92,90,205,9,124,8,57
373153.SPD_1488,DEG10070236,293,294,243,0.829351536,no,0.826530612,no,34.979,no,1.68E-35,323,7,242,10,238,21,129
373153.SPD_1489,DEG10430455,239,243,229,0.958158996,yes,0.942386831,no,24.017,no,2.92E-15,175,2,225,7,226,14,110
373153.SPD_1490,DEG10030155,229,154,87,0.379912664,no,0.564935065,no,25.287,no,2,60,1,87,22,98,10,44
373153.SPD_1492,DEG10070208,150,150,156,1.04,yes,1.04,yes,27.564,no,1.85E-09,124,1,150,1,150,12,72
373153.SPD_1493,DEG10250450,274,279,264,0.96350365,yes,0.946236559,no,26.894,no,5.82E-33,303,19,278,15,274,8,137
373153.SPD_1494,DEG10470050,310,295,294,0.948387097,no,0.996610169,yes,31.633,no,7.78E-45,387,7,295,22,309,11,163
373153.SPD_1495,DEG10100311,439,442,148,0.337129841,no,0.334841629,no,23.649,no,7.47E-04,95,67,203,55,198,15,65
373153.SPD_1496,DEG10020290,688,505,529,0.768895349,no,1.047524752,yes,40.832,no,3.24E-121,949,1,501,5,513,48,312
373153.SPD_1497,DEG10110066,226,232,217,0.960176991,yes,0.935344828,no,35.945,no,5.55E-34,303,16,232,16,225,7,125
373153.SPD_1498,DEG10110067,368,367,366,0.994565217,yes,0.997275204,yes,62.842,no,4.10E-174,1256,1,366,2,367,0,284
373153.SPD_1499,DEG10130240,602,697,111,0.184385382,no,0.159253945,no,24.324,no,0.85,72,496,596,260,370,10,48
373153.SPD_1500,DEG10250450,274,277,208,0.759124088,no,0.750902527,no,27.885,no,3.33E-20,214,73,277,68,274,4,105
373153.SPD_1501,DEG10570326,313,294,294,0.939297125,no,1,yes,30.952,no,6.33E-31,292,3,287,24,305,21,152
373153.SPD_1502,DEG10070050,296,445,103,0.347972973,no,0.231460674,no,28.155,no,0.2,74,310,409,103,203,5,46
373153.SPD_1503,DEG10070208,150,150,150,1,yes,1,yes,100,yes,2.37E-110,791,1,150,1,150,0,150
373153.SPD_1504,DEG10310119,110,997,45,0.409090909,no,0.045135406,no,33.333,no,0.96,68,65,109,31,75,0,26
373153.SPD_1507,DEG10580054,672,671,669,0.995535714,yes,0.997019374,yes,72.496,no,0,2637,3,671,4,672,0,572
373153.SPD_1508,DEG10070209,374,367,367,0.981283422,yes,1,yes,100,yes,0,1953,1,367,8,374,0,367
373153.SPD_1509,DEG10070210,120,120,120,1,yes,1,yes,100,yes,1.59E-86,628,1,120,1,120,0,120
373153.SPD_1510,DEG10540076,343,343,341,0.994169096,yes,0.994169096,yes,74.78,no,0,1429,1,341,1,341,0,299
373153.SPD_1511,DEG10540076,343,343,342,0.997084548,yes,0.997084548,yes,80.994,no,0,1541,1,342,1,342,0,309
373153.SPD_1512,DEG10210052,839,837,839,1,yes,1.002389486,yes,86.889,no,0,3951,1,837,1,839,2,794
373153.SPD_1514,DEG10470406,294,216,214,0.727891156,no,0.990740741,yes,28.505,no,8.24E-23,229,1,207,1,206,15,107
373153.SPD_1516,DEG10520185,868,263,42,0.048387097,no,0.159695817,no,30.952,no,2.6,63,31,72,674,715,0,25
373153.SPD_1519,DEG10070211,436,436,436,1,yes,1,yes,100,yes,0,2306,1,436,1,436,0,436
373153.SPD_1520,DEG10220353,179,237,193,1.078212291,yes,0.814345992,no,24.87,no,4.98E-13,156,7,198,14,179,28,90
373153.SPD_1521,DEG10070212,298,298,298,1,yes,1,yes,100,yes,0,1578,1,298,1,298,0,298
373153.SPD_1522,DEG10370043,391,389,397,1.015345269,yes,1.020565553,yes,44.836,no,3.03E-119,899,1,389,2,391,15,267
373153.SPD_1523,DEG10020193,156,157,153,0.980769231,yes,0.974522293,yes,52.941,no,8.03E-58,447,1,153,1,153,0,111
373153.SPD_1524,DEG10280016,115,121,104,0.904347826,no,0.859504132,no,29.808,no,4.36E-11,131,9,110,6,109,2,50
373153.SPD_1527,DEG10220215,442,399,402,0.909502262,no,1.007518797,yes,23.383,no,1.07E-09,142,1,347,1,391,66,161
373153.SPD_1528,DEG10470406,294,297,290,0.986394558,yes,0.976430976,yes,37.931,no,5.08E-60,488,2,289,3,289,5,164
373153.SPD_1531,DEG10190285,309,295,267,0.86407767,no,0.905084746,no,26.592,no,7.27E-06,108,39,292,51,298,32,106
373153.SPD_1532,DEG10470078,454,627,473,1.04185022,yes,0.754385965,no,30.655,no,6.91E-60,524,2,453,3,450,46,248
373153.SPD_1534,DEG10420266,479,484,479,1,yes,0.989669421,yes,62.63,no,0,1628,1,479,1,479,0,366
373153.SPD_1535,DEG10050595,336,321,318,0.946428571,no,0.990654206,yes,30.503,no,3.10E-45,394,2,309,1,317,11,165
373153.SPD_1536,DEG10070093,424,424,424,1,yes,1,yes,99.764,yes,0,2236,1,424,1,424,0,423
373153.SPD_1537,DEG10070213,398,398,398,1,yes,1,yes,100,yes,0,2115,1,398,1,398,0,398
373153.SPD_1540,DEG10340441,334,149,56,0.167664671,no,0.375838926,no,23.214,no,4.4,57,7,62,262,317,0,27
373153.SPD_1541,DEG10050049,297,252,271,0.912457912,no,1.075396825,yes,21.771,no,3.10E-05,101,3,235,2,266,44,104
373153.SPD_1542,DEG10070094,659,659,659,1,yes,1,yes,99.545,yes,0,3444,1,659,1,659,0,656
373153.SPD_1543,DEG10070095,246,246,246,1,yes,1,yes,100,yes,0,1287,1,246,1,246,0,246
373153.SPD_1544,DEG10561082,429,437,453,1.055944056,yes,1.036613272,yes,31.567,no,7.01E-54,468,1,434,1,428,44,221
373153.SPD_1545,DEG10070214,311,311,311,1,yes,1,yes,100,yes,0,1633,1,311,1,311,0,311
373153.SPD_1546,DEG10580298,796,798,796,1,yes,0.997493734,yes,68.97,no,0,3008,3,798,2,796,1,656
373153.SPD_1547,DEG10070096,103,104,103,1,yes,0.990384615,yes,100,yes,3.70E-68,504,2,104,1,103,0,103
373153.SPD_1548,DEG10210164,210,208,206,0.980952381,yes,0.990384615,yes,92.718,no,2.44E-140,1000,1,206,2,207,0,200
373153.SPD_1549,DEG10580061,537,537,537,1,yes,1,yes,75.791,no,0,2111,1,537,1,537,0,483
373153.SPD_1550,DEG10400313,484,84,46,0.095041322,no,0.547619048,no,34.783,no,0.43,61,36,76,222,267,5,20
373153.SPD_1551,DEG10170342,85,86,67,0.788235294,no,0.779069767,no,29.851,no,3.54E-04,80,19,85,17,81,2,37
373153.SPD_1552,DEG10340155,408,365,112,0.274509804,no,0.306849315,no,25.893,no,0.41,71,203,310,203,313,5,56
373153.SPD_1553,DEG10130008,238,248,74,0.31092437,no,0.298387097,no,33.784,no,1.05E-06,112,40,108,52,123,7,43
373153.SPD_1554,DEG10600471,108,117,100,0.925925926,no,0.854700855,no,37,no,2.62E-21,198,5,104,8,107,0,59
373153.SPD_1555,DEG10530102,203,166,174,0.857142857,no,1.048192771,yes,27.011,no,2.52E-15,169,2,160,22,192,18,77
373153.SPD_1556,DEG10420258,195,197,194,0.994871795,yes,0.984771574,yes,65.464,no,3.43E-94,695,1,194,1,194,0,155
373153.SPD_1557,DEG10070097,209,209,209,1,yes,1,yes,100,yes,8.79E-154,1089,1,209,1,209,0,209
373153.SPD_1558,DEG10070098,103,103,103,1,yes,1,yes,100,yes,1.35E-69,514,1,103,1,103,0,103
373153.SPD_1559,DEG10070099,368,368,368,1,yes,1,yes,99.457,yes,0,1939,1,368,1,368,0,368
373153.SPD_1560,DEG10070100,175,175,175,1,yes,1,yes,99.429,yes,2.57E-129,921,1,175,1,175,0,174
373153.SPD_1561,DEG10420268,314,298,281,0.894904459,no,0.94295302,no,23.488,no,2.96E-16,188,13,278,23,295,23,130
373153.SPD_1562,DEG10470511,293,198,124,0.423208191,no,0.626262626,no,41.129,no,1.94E-25,246,75,198,67,186,4,77
373153.SPD_1564,DEG10260041,353,317,87,0.246458924,no,0.27444795,no,29.885,no,0.87,67,98,184,272,347,11,37
373153.SPD_1566,DEG10580132,67,100,68,1.014925373,yes,0.68,no,47.059,no,3.44E-13,140,28,95,1,67,1,40
373153.SPD_1567,DEG10420271,104,104,104,1,yes,1,yes,78.846,no,2.80E-59,446,1,104,1,104,0,95
373153.SPD_1569,DEG10470092,273,222,230,0.842490842,no,1.036036036,yes,32.174,no,3.41E-18,196,1,212,1,228,20,116
373153.SPD_1571,DEG10470109,608,598,592,0.973684211,yes,0.989966555,yes,23.986,no,1.74E-49,458,6,589,13,600,12,277
373153.SPD_1572,DEG10550738,242,247,227,0.938016529,no,0.91902834,no,30.396,no,4.32E-24,238,23,242,24,236,21,118
373153.SPD_1573,DEG10050342,296,316,297,1.003378378,yes,0.939873418,no,31.313,no,5.38E-31,293,4,299,3,286,14,144
373153.SPD_1574,DEG10170343,130,142,53,0.407692308,no,0.373239437,no,37.736,no,5.25E-05,92,15,67,12,62,2,31
373153.SPD_1575,DEG10680055,217,367,79,0.3640553,no,0.215258856,no,31.646,no,1.2,66,265,339,35,105,12,41
373153.SPD_1576,DEG10570064,1369,156,49,0.035792549,no,0.314102564,no,32.653,no,1.2,63,39,87,32,80,0,24
373153.SPD_1580,DEG10020026,565,423,269,0.476106195,no,0.635933806,no,27.138,no,1.60E-13,174,8,229,8,265,58,118
373153.SPD_1582,DEG10070216,439,439,439,1,yes,1,yes,100,yes,0,2381,1,439,1,439,0,439
373153.SPD_1586,DEG10050595,336,331,311,0.925595238,no,0.939577039,no,30.225,no,1.41E-36,336,9,310,3,311,11,156
373153.SPD_1587,DEG10400608,112,493,60,0.535714286,no,0.121703854,no,28.333,no,1.3,64,10,61,52,111,8,25
373153.SPD_1588,DEG10350284,471,188,65,0.138004246,no,0.345744681,no,23.077,no,3,60,13,77,199,261,2,31
373153.SPD_1589,DEG10120266,456,56,31,0.067982456,no,0.553571429,no,38.71,no,0.74,56,4,34,3,30,3,18
373153.SPD_1590,DEG10580244,130,202,109,0.838461538,no,0.53960396,no,25.688,no,0.002,83,22,126,4,105,11,57
373153.SPD_1591,DEG10580216,70,67,62,0.885714286,no,0.925373134,no,50,no,8.97E-13,134,6,67,9,70,0,42
373153.SPD_1592,DEG10030637,141,148,84,0.595744681,no,0.567567568,no,33.333,no,5.12E-04,85,59,142,58,132,9,41
373153.SPD_1593,DEG10030487,291,219,255,0.87628866,no,1.164383562,yes,25.49,no,4.51E-09,130,8,208,17,268,57,105
373153.SPD_1594,DEG10430212,360,383,334,0.927777778,no,0.872062663,no,29.641,no,1.04E-26,270,2,326,5,318,29,154
373153.SPD_1595,DEG10140090,827,243,67,0.081015719,no,0.275720165,no,28.358,no,5.9,60,152,218,9,72,3,34
373153.SPD_1596,DEG10510012,268,258,257,0.958955224,yes,0.996124031,yes,34.241,no,1.12E-43,373,5,250,4,254,17,142
373153.SPD_1597,DEG10070217,407,407,407,1,yes,1,yes,100,yes,0,2162,1,407,1,407,0,407
373153.SPD_1598,DEG10130101,224,199,213,0.950892857,yes,1.070351759,yes,37.559,no,5.72E-32,286,2,197,14,224,19,117
373153.SPD_1599,DEG10510060,278,255,258,0.928057554,no,1.011764706,yes,40.31,no,3.06E-46,391,3,250,8,263,12,144
373153.SPD_1600,DEG10410319,338,334,330,0.976331361,yes,0.988023952,yes,43.636,no,1.72E-88,685,1,329,4,331,3,210
373153.SPD_1601,DEG10400105,200,188,197,0.985,yes,1.04787234,yes,45.178,no,2.87E-49,398,1,186,1,195,13,121
373153.SPD_1602,DEG10510056,492,453,463,0.941056911,no,1.022075055,yes,43.413,no,6.63E-110,852,7,447,25,482,27,278
373153.SPD_1605,DEG10560583,332,333,317,0.954819277,yes,0.951951952,yes,28.707,no,1.16E-30,294,10,316,4,317,13,150
373153.SPD_1606,DEG10050207,238,236,170,0.714285714,no,0.720338983,no,35.882,no,1.46E-23,233,16,177,22,191,8,100
373153.SPD_1607,DEG10050061,632,563,510,0.806962025,no,0.905861456,no,23.137,no,3.37E-22,248,23,526,103,597,21,224
373153.SPD_1608,DEG10180246,337,336,330,0.979228487,yes,0.982142857,yes,43.939,no,3.31E-85,663,2,331,5,318,16,201
373153.SPD_1609,DEG10470157,341,355,351,1.029325513,yes,0.988732394,yes,22.222,no,7.79E-09,133,4,344,1,331,30,156
373153.SPD_1610,DEG10340026,242,219,47,0.194214876,no,0.214611872,no,36.17,no,0.007,81,62,107,83,129,1,25
373153.SPD_1612,DEG10070219,326,326,326,1,yes,1,yes,100,yes,0,1728,1,326,1,326,0,326
373153.SPD_1613,DEG10570387,146,491,42,0.287671233,no,0.085539715,no,35.714,no,0.89,67,391,432,85,126,0,25
373153.SPD_1614,DEG10580137,218,213,227,1.041284404,yes,1.0657277,yes,28.634,no,9.00E-18,190,1,213,1,216,25,115
373153.SPD_1615,DEG10100002,714,164,100,0.140056022,no,0.609756098,no,27,no,0.12,71,35,124,21,115,15,42
373153.SPD_1616,DEG10320080,277,98,54,0.194945848,no,0.551020408,no,27.778,no,1.4,58,29,80,202,255,2,27
373153.SPD_1617,DEG10230283,352,708,75,0.213068182,no,0.105932203,no,34.667,no,4.00E-04,99,141,215,58,130,2,40
373153.SPD_1619,DEG10070101,408,408,408,1,yes,1,yes,99.02,yes,0,2169,1,408,1,408,0,404
373153.SPD_1620,DEG10070102,230,230,230,1,yes,1,yes,100,yes,1.53E-171,1210,1,230,1,230,0,230
373153.SPD_1621,DEG10470308,587,583,576,0.981260647,yes,0.987993139,yes,46.181,no,0,1447,5,575,3,578,5,410
373153.SPD_1622,DEG10670187,582,581,581,0.998281787,yes,1,yes,33.219,no,6.85E-101,811,5,570,14,579,30,323
373153.SPD_1623,DEG10580010,322,176,77,0.239130435,no,0.4375,no,29.87,no,0.08,72,100,176,38,96,18,35
373153.SPD_1624,DEG10520074,284,89,77,0.271126761,no,0.865168539,no,33.766,no,0.11,65,1,71,1,76,7,41
373153.SPD_1626,DEG10050019,267,275,295,1.104868914,yes,1.072727273,yes,28.475,no,6.74E-17,190,1,269,1,262,59,131
373153.SPD_1628,DEG10030222,181,193,140,0.773480663,no,0.725388601,no,30,no,1.45E-08,122,40,179,44,179,4,59
373153.SPD_1629,DEG10020022,422,420,412,0.976303318,yes,0.980952381,yes,48.544,no,2.44E-120,912,12,419,5,413,7,279
373153.SPD_1630,DEG10010180,679,153,42,0.06185567,no,0.274509804,no,28.571,no,2.1,61,13,54,115,156,0,24
373153.SPD_1631,DEG10430068,911,254,24,0.026344676,no,0.094488189,no,50,no,1,66,155,178,743,766,0,17
373153.SPD_1633,DEG10410107,722,493,78,0.108033241,no,0.15821501,no,29.487,no,0.003,91,44,121,216,293,0,40
373153.SPD_1634,DEG10070131,292,392,73,0.25,no,0.18622449,no,41.096,no,6.07E-08,126,285,357,200,270,2,46
373153.SPD_1635,DEG10050595,336,335,334,0.994047619,yes,0.997014925,yes,25.749,no,4.62E-23,240,1,311,1,309,48,160
373153.SPD_1636,DEG10350502,402,345,402,1,yes,1.165217391,yes,26.119,no,8.85E-37,342,1,336,1,392,76,178
373153.SPD_1637,DEG10070221,117,117,117,1,yes,1,yes,100,yes,1.11E-82,602,1,117,1,117,0,117
373153.SPD_1638,DEG10470160,299,296,291,0.973244147,yes,0.983108108,yes,25.773,no,3.11E-32,301,2,288,11,299,6,151
373153.SPD_1642,DEG10570270,298,506,185,0.620805369,no,0.365612648,no,31.351,no,5.27E-18,206,23,204,92,273,6,104
373153.SPD_1643,DEG10020286,410,242,238,0.580487805,no,0.983471074,yes,48.319,no,4.32E-78,613,1,237,3,239,2,166
373153.SPD_1644,DEG10520332,411,254,72,0.175182482,no,0.283464567,no,25,no,0.43,69,3,70,143,214,4,34
373153.SPD_1645,DEG10280492,150,147,100,0.666666667,no,0.680272109,no,29,no,2.55E-06,102,48,147,48,147,0,48
373153.SPD_1646,DEG10470479,434,98,33,0.076036866,no,0.336734694,no,36.364,no,0.43,62,65,97,191,223,0,19
373153.SPD_1647,DEG10470085,349,354,307,0.87965616,no,0.867231638,no,25.407,no,4.80E-07,119,8,298,12,301,33,127
373153.SPD_1648,DEG10420291,331,233,232,0.700906344,no,0.995708155,yes,45.259,no,8.25E-62,497,4,233,2,232,3,147
373153.SPD_1649,DEG10440109,262,319,259,0.988549618,yes,0.811912226,no,38.61,no,2.76E-64,516,54,312,1,259,0,171
373153.SPD_1650,DEG10330158,335,318,269,0.802985075,no,0.84591195,no,27.881,no,1.32E-13,169,62,316,82,330,34,127
373153.SPD_1651,DEG10490138,251,250,249,0.992031873,yes,0.996,yes,51.004,no,2.72E-90,680,1,249,2,250,0,185
373153.SPD_1652,DEG10490139,330,321,279,0.845454545,no,0.869158879,no,41.219,no,1.39E-62,510,44,321,57,330,6,168
373153.SPD_1653,DEG10560959,85,80,68,0.8,no,0.85,no,51.471,no,1.03E-19,182,2,68,9,76,1,46
373153.SPD_1654,DEG10580261,242,240,241,0.995867769,yes,1.004166667,yes,41.909,no,2.28E-56,454,1,237,1,240,5,143
373153.SPD_1655,DEG10010167,197,189,184,0.934010152,no,0.973544974,yes,38.587,no,2.21E-29,266,5,185,10,191,5,107
373153.SPD_1656,DEG10010168,251,242,239,0.952191235,yes,0.987603306,yes,37.657,no,1.33E-41,357,3,230,6,242,13,142
373153.SPD_1657,DEG10650294,295,246,270,0.915254237,no,1.097560976,yes,24.444,no,3.55E-07,116,10,245,11,276,38,120
373153.SPD_1658,DEG10470004,487,153,126,0.258726899,no,0.823529412,no,33.333,no,4.70E-05,96,17,137,101,208,23,65
373153.SPD_1659,DEG10660268,214,173,62,0.289719626,no,0.358381503,no,33.871,no,0.1,71,15,76,145,199,7,31
373153.SPD_1660,DEG10020106,195,323,192,0.984615385,yes,0.594427245,no,42.708,no,1.26E-38,339,124,314,4,188,8,118
373153.SPD_1661,DEG10070223,264,264,264,1,yes,1,yes,100,yes,0,1397,1,264,1,264,0,264
373153.SPD_1663,DEG10380226,542,541,538,0.992619926,yes,0.994454713,yes,74.907,no,0,2275,1,538,1,538,0,470
373153.SPD_1664,DEG10470078,454,655,482,1.061674009,yes,0.735877863,no,25.104,no,1.86E-38,371,1,467,1,444,53,211
373153.SPD_1665,DEG10561088,248,236,240,0.967741935,yes,1.016949153,yes,24.583,no,1.81E-12,155,4,236,13,246,13,122
373153.SPD_1667,DEG10070103,308,308,308,1,yes,1,yes,99.675,yes,0,1613,1,308,1,308,0,308
373153.SPD_1668,DEG10020083,360,355,332,0.922222222,no,0.935211268,no,54.819,no,3.46E-126,938,8,337,5,335,3,235
373153.SPD_1669,DEG10070104,308,308,308,1,yes,1,yes,100,yes,0,1593,1,308,1,308,0,308
373153.SPD_1670,DEG10580253,318,498,216,0.679245283,no,0.43373494,no,31.944,no,3.48E-31,305,288,492,103,317,12,127
373153.SPD_1671,DEG10470297,567,659,301,0.530864198,no,0.456752656,no,31.894,no,6.39E-28,295,1,277,1,288,37,143
373153.SPD_1671,DEG10470297,567,659,109,0.192239859,no,0.165402124,no,24.771,no,0.001,96,492,599,452,545,16,50
373153.SPD_1672,DEG10140306,2599,397,82,0.031550596,no,0.206549118,no,29.268,no,0.073,79,12,84,2508,2587,11,48
373153.SPD_1673,DEG10350239,1131,480,379,0.33510168,no,0.789583333,no,22.691,no,1.68E-08,135,38,384,83,420,73,147
373153.SPD_1675,DEG10250450,274,277,279,1.018248175,yes,1.007220217,yes,26.882,no,1.32E-25,252,1,277,1,274,7,133
373153.SPD_1676,DEG10470050,310,288,276,0.890322581,no,0.958333333,yes,30.797,no,2.68E-32,301,13,285,32,305,5,143
373153.SPD_1677,DEG10270503,436,419,329,0.754587156,no,0.785202864,no,23.1,no,5.86E-08,128,36,333,39,333,65,130
373153.SPD_1678,DEG10470209,519,720,158,0.304431599,no,0.219444444,no,22.152,no,0.008,89,338,472,64,204,40,70
373153.SPD_1679,DEG10570329,288,286,191,0.663194444,no,0.667832168,no,26.178,no,1.34E-14,174,97,273,95,285,14,92
373153.SPD_1680,DEG10070225,311,311,311,1,yes,1,yes,100,yes,0,1626,1,311,1,311,0,311
373153.SPD_1704,DEG10020215,453,451,430,0.949227373,no,0.953436807,yes,36.047,no,6.39E-98,769,20,444,21,447,8,254
373153.SPD_1705,DEG10310056,1378,258,73,0.052975327,no,0.282945736,no,32.877,no,0.47,69,90,162,861,929,4,35
373153.SPD_1706,DEG10620252,180,177,174,0.966666667,yes,0.983050847,yes,56.897,no,1.79E-77,581,3,176,6,179,0,135
373153.SPD_1709,DEG10070105,540,540,540,1,yes,1,yes,100,yes,0,2757,1,540,1,540,0,540
373153.SPD_1710,DEG10210038,93,94,93,1,yes,0.989361702,yes,73.118,no,1.41E-45,354,1,93,1,93,0,83
373153.SPD_1711,DEG10540078,164,131,114,0.695121951,no,0.870229008,no,50,no,6.82E-35,294,1,113,1,114,1,84
373153.SPD_1712,DEG10560503,248,253,251,1.012096774,yes,0.992094862,yes,42.629,no,2.09E-64,509,5,253,3,248,7,151
373153.SPD_1713,DEG10020209,198,208,200,1.01010101,yes,0.961538462,yes,40,no,5.62E-39,332,1,200,1,196,4,117
373153.SPD_1714,DEG10680154,102,105,89,0.87254902,no,0.847619048,no,26.966,no,1.26E-09,119,6,94,7,95,0,44
373153.SPD_1715,DEG10270204,759,99,49,0.06455863,no,0.494949495,no,30.612,no,1.5,58,24,72,565,613,0,23
373153.SPD_1717,DEG10580344,219,224,223,1.01826484,yes,0.995535714,yes,28.7,no,2.98E-19,201,1,220,1,216,10,114
373153.SPD_1718,DEG10280325,266,148,91,0.342105263,no,0.614864865,no,26.374,no,0.043,73,51,140,172,261,2,43
373153.SPD_1719,DEG10080146,227,167,93,0.40969163,no,0.556886228,no,29.032,no,0.003,82,78,160,122,209,15,38
373153.SPD_1720,DEG10410028,442,120,32,0.07239819,no,0.266666667,no,40.625,no,1.6,59,68,99,383,413,1,20
373153.SPD_1721,DEG10680011,634,343,319,0.503154574,no,0.930029155,no,40.125,no,1.68E-68,573,17,334,366,631,54,187
373153.SPD_1725,DEG10560545,238,238,235,0.987394958,yes,0.987394958,yes,74.894,no,4.56E-129,933,1,235,1,235,0,197
373153.SPD_1726,DEG10340361,376,471,141,0.375,no,0.299363057,no,21.986,no,0.54,71,123,261,151,280,13,64
373153.SPD_1727,DEG10070128,270,136,89,0.32962963,no,0.654411765,no,29.213,no,0.22,67,40,120,174,257,13,45
373153.SPD_1728,DEG10200444,266,202,59,0.221804511,no,0.292079208,no,28.814,no,0.95,64,66,124,158,211,5,29
373153.SPD_1729,DEG10410270,112,152,44,0.392857143,no,0.289473684,no,31.818,no,1.5,59,70,112,9,52,1,27
373153.SPD_1731,DEG10350018,453,86,72,0.158940397,no,0.837209302,no,27.778,no,4.3,54,8,78,216,277,11,33
373153.SPD_1732,DEG10340211,646,183,94,0.145510836,no,0.513661202,no,24.468,no,2.3,61,25,116,270,356,9,40
373153.SPD_1733,DEG10550064,82,65,52,0.634146341,no,0.8,no,23.077,no,0.037,64,6,57,12,63,0,27
373153.SPD_1734,DEG10390254,158,264,41,0.259493671,no,0.15530303,no,39.024,no,0.92,65,202,239,7,47,3,23
373153.SPD_1737,DEG10080082,374,318,145,0.387700535,no,0.455974843,no,24.828,no,0.047,78,59,193,156,297,13,65
373153.SPD_1738,DEG10470162,469,456,346,0.737739872,no,0.75877193,no,26.012,no,7.68E-29,294,13,350,23,368,8,176
373153.SPD_1739,DEG10580017,383,388,386,1.007832898,yes,0.994845361,yes,83.161,no,0,1638,1,385,1,382,5,357
373153.SPD_1740,DEG10680147,157,418,140,0.891719745,no,0.33492823,no,32.857,no,1.86E-20,214,265,404,3,142,0,74
373153.SPD_1741,DEG10470463,374,338,269,0.719251337,no,0.795857988,no,35.688,no,2.92E-47,412,47,312,62,321,12,165
373153.SPD_1742,DEG10030684,197,172,171,0.868020305,no,0.994186047,yes,25.146,no,3.12E-10,133,1,171,27,195,2,85
373153.SPD_1743,DEG10420091,147,147,144,0.979591837,yes,0.979591837,yes,64.583,no,9.19E-57,439,1,144,2,145,0,114
373153.SPD_1745,DEG10600295,100,287,86,0.86,no,0.299651568,no,37.209,no,1.12E-05,99,4,74,8,92,16,46
373153.SPD_1746,DEG10110088,483,56,17,0.035196687,no,0.303571429,no,52.941,no,2.2,52,14,30,86,102,0,12
373153.SPD_1747,DEG10460178,246,74,24,0.097560976,no,0.324324324,no,41.667,no,0.85,57,18,41,213,229,7,14
